Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice
730,30,RM,52.0,6240.0,Pave,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,3,3,CBlock,3,3,1,4,152.0,1,0,628.0,780,GasA,3,1,FuseA,848.0,0,0,1208.0,0.0,0,1,0,2.0,1,3,5,8,0.0,0,Detchd,1962.0,1,2.0,539.0,3,3,2,0,23,0,0,0,0,0,1,2009,WD,Normal,103000,11.542484267211773
731,120,RL,39.0,5389.0,Pave,3,4,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,No,0.0,4,3,PConc,4,3,1,6,1180.0,1,0,415.0,1595,GasA,5,1,SBrkr,1616.0,0,0,1616.0,1.0,0,2,0,2.0,1,4,5,8,1.0,3,Attchd,1995.0,2,2.0,608.0,3,3,2,237,152,0,0,0,0,0,3,2010,WD,Normal,236500,12.373703486914124
732,80,RL,73.0,9590.0,Pave,3,4,4,Corner,3,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,409.375,4,3,PConc,5,3,3,6,786.0,1,0,82.0,868,GasA,5,1,SBrkr,1146.0,0,0,1146.0,1.0,0,2,0,3.0,1,4,6,8,1.0,4,Attchd,2003.0,3,2.0,438.0,3,3,2,160,22,0,0,0,0,0,5,2007,WD,Normal,187500,12.141534124392603
733,60,RL,75.0,11404.0,Pave,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,3,5,252.0,1,0,901.0,1153,GasA,5,1,SBrkr,1153.0,878,0,2031.0,0.0,0,2,1,3.0,1,4,8,8,1.0,3,Attchd,1998.0,3,2.0,541.0,3,3,2,192,84,0,0,0,0,0,7,2008,WD,Normal,222500,12.312682380588432
734,20,RL,80.0,10000.0,Pave,4,4,4,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,No,0.0,3,3,CBlock,3,3,1,4,594.0,1,0,270.0,864,GasA,5,1,SBrkr,1144.0,0,0,1144.0,1.0,0,1,0,3.0,1,3,6,8,1.0,3,Attchd,1961.0,2,1.0,264.0,3,3,2,165,0,0,0,0,0,0,3,2009,WD,Normal,131400,11.786001385032646
735,20,RL,71.0,8978.0,Pave,3,4,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,No,0.0,3,3,PConc,3,3,1,1,0.0,1,0,948.0,948,GasA,3,1,SBrkr,948.0,0,0,948.0,0.0,0,1,0,3.0,1,3,6,8,0.0,0,Attchd,1968.0,1,1.0,300.0,3,3,2,147,0,0,0,0,0,0,5,2007,WD,Family,108000,11.589886506106357
736,75,RM,60.0,10800.0,Pave,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,BrkTil,4,3,2,3,390.0,1,0,490.0,880,GasW,2,0,SBrkr,880.0,888,0,1768.0,0.0,0,1,1,2.0,1,3,6,8,2.0,3,Detchd,1914.0,1,2.0,320.0,3,3,0,0,170,0,0,0,0,0,10,2006,WD,Normal,163000,12.0015054797889
737,90,RL,60.0,8544.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,No,0.0,3,3,CBlock,0,0,0,0,0.0,0,0,0.0,43,GasA,4,0,FuseF,1040.0,0,0,1040.0,0.0,0,2,0,2.0,1,3,6,8,0.0,0,Detchd,1949.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,7,2006,WD,Normal,93500,11.44571671527678
738,60,RL,72.0,10463.0,Pave,3,2,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,1,0.0,1,0,893.0,893,GasA,5,1,SBrkr,901.0,900,0,1801.0,0.0,0,2,1,3.0,1,4,8,8,1.0,4,Attchd,2005.0,3,3.0,800.0,3,3,2,0,116,0,0,0,0,0,6,2006,WD,Normal,239900,12.387977448827787
739,90,RL,60.0,10800.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,No,0.0,3,3,CBlock,4,4,4,6,1200.0,1,0,0.0,1200,GasA,3,1,SBrkr,1200.0,0,0,1200.0,2.5,0,3,0,3.0,1,3,5,8,0.0,0,No,0.0,0,0.0,0.0,0,0,2,120,0,0,0,0,0,0,3,2009,WD,Alloca,179000,12.095141084822892
740,60,RL,65.0,9313.0,Pave,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,1,0.0,1,0,864.0,864,GasA,5,1,SBrkr,864.0,864,0,1728.0,0.0,0,2,1,3.0,1,4,7,8,0.0,0,Attchd,2004.0,2,2.0,572.0,3,3,2,187,56,0,0,0,0,0,4,2009,WD,Normal,190000,12.154779351142624
741,70,RM,60.0,9600.0,Pave,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,No,0.0,3,4,BrkTil,2,2,1,1,0.0,1,0,264.0,264,GasA,5,1,SBrkr,768.0,664,0,1432.0,0.0,0,2,0,2.0,1,3,7,8,0.0,0,Detchd,1910.0,1,2.0,360.0,3,4,2,270,0,0,0,0,0,0,5,2007,WD,Abnorml,132000,11.790557201568507
742,20,RL,65.0,6768.0,Pave,3,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,No,0.0,3,4,CBlock,3,3,2,6,832.0,1,0,80.0,912,GasA,4,1,SBrkr,912.0,0,0,912.0,1.0,0,1,0,3.0,1,4,5,8,0.0,0,Detchd,1962.0,1,1.0,288.0,3,3,2,168,0,0,0,0,0,0,5,2008,WD,Normal,142000,11.863582336583399
743,20,RL,65.0,8450.0,Pave,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,1,1,0.0,1,0,1349.0,1349,GasA,5,1,SBrkr,1349.0,0,0,1349.0,0.0,0,2,0,3.0,1,3,6,8,0.0,0,Attchd,2000.0,1,2.0,539.0,3,3,2,120,55,0,0,0,0,0,12,2007,WD,Normal,179000,12.095141084822892
744,80,RL,70.0,12886.0,Pave,3,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,No,0.0,3,3,CBlock,4,3,3,5,444.0,1,0,76.0,520,GasA,5,1,SBrkr,1464.0,0,0,1464.0,0.0,0,2,0,3.0,1,3,6,6,1.0,3,Attchd,1997.0,2,2.0,480.0,3,3,2,302,0,0,0,0,0,0,10,2009,WD,Normal,175000,12.072541252905651
745,120,RL,41.0,5395.0,Pave,3,2,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,No,0.0,4,3,PConc,4,3,1,6,733.0,1,0,604.0,1337,GasA,4,1,SBrkr,1337.0,0,0,1337.0,1.0,0,2,0,2.0,1,4,5,8,1.0,3,Attchd,1993.0,2,2.0,462.0,3,3,2,96,0,0,0,0,0,0,10,2008,WD,Normal,180000,12.100712129872347
746,60,RL,80.0,8963.0,Pave,3,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,1,6,575.0,5,0,487.0,1142,GasA,5,1,SBrkr,1175.0,1540,0,2715.0,0.0,0,3,1,4.0,1,4,10,8,2.0,3,BuiltIn,1994.0,3,2.0,831.0,3,3,2,0,170,0,0,0,0,0,7,2008,WD,Normal,299800,12.610870864650634
747,60,RL,65.0,8795.0,Pave,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,6,300.0,1,0,652.0,952,GasA,5,1,SBrkr,980.0,1276,0,2256.0,0.0,0,2,1,4.0,1,4,8,8,1.0,3,BuiltIn,2000.0,3,2.0,554.0,3,3,2,224,54,0,0,0,0,0,4,2009,WD,Normal,236000,12.371587084007746
748,70,RM,65.0,11700.0,Pave,3,4,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,No,0.0,4,3,Stone,3,2,1,1,0.0,1,0,1240.0,1240,GasW,3,0,SBrkr,1320.0,1320,0,2640.0,0.0,0,1,1,4.0,1,4,8,8,1.0,4,Detchd,1950.0,1,3.5,864.0,3,3,0,181,0,0,0,0,0,0,5,2009,WD,Normal,265979,12.491172637278908
749,20,RL,59.0,10593.0,Pave,3,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,1,6,919.0,1,0,801.0,1720,GasA,5,1,SBrkr,1720.0,0,0,1720.0,1.0,0,2,0,3.0,1,4,7,8,1.0,3,Attchd,1996.0,3,2.0,527.0,3,3,2,240,56,0,0,0,0,0,3,2010,WD,Normal,260400,12.46997418931655
750,50,RL,50.0,8405.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,No,0.0,3,3,Slab,0,0,0,0,0.0,0,0,0.0,43,Wall,3,0,FuseF,1088.0,441,0,1529.0,0.0,0,2,0,4.0,1,3,9,5,0.0,0,Detchd,1945.0,1,1.0,240.0,3,3,0,92,0,0,0,0,0,0,4,2009,WD,Normal,98000,11.49272275765271
751,50,RM,55.0,8800.0,Pave,4,4,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0,576.0,576,GasA,4,1,SBrkr,792.0,348,0,1140.0,0.0,0,1,0,3.0,1,3,7,6,0.0,0,No,0.0,0,0.0,0.0,0,0,0,0,160,0,0,0,0,0,6,2010,WD,Normal,96500,11.477298287327077
752,60,RL,65.0,7750.0,Pave,4,4,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,1,0.0,1,0,660.0,660,GasA,5,1,SBrkr,660.0,660,0,1320.0,0.0,0,2,1,3.0,1,4,6,8,0.0,0,Attchd,2003.0,3,2.0,400.0,3,3,2,0,48,0,0,0,0,0,8,2007,WD,Normal,162000,11.99535161421452
753,20,RL,79.0,9236.0,Pave,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,4,PConc,4,3,4,6,1200.0,1,0,279.0,1479,GasA,5,1,SBrkr,1494.0,0,0,1494.0,1.0,0,2,0,3.0,1,4,6,8,0.0,0,Attchd,1997.0,2,2.0,576.0,3,3,2,168,27,0,0,0,0,0,7,2006,WD,Normal,217000,12.287652632522597
754,60,RL,80.0,10240.0,Pave,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,2,1,0.0,1,0,1030.0,1030,GasA,4,1,SBrkr,1038.0,1060,0,2098.0,0.0,0,2,1,3.0,1,5,8,8,1.0,4,Attchd,2005.0,2,3.0,878.0,3,3,2,192,52,0,0,0,0,0,3,2006,WD,Normal,275500,12.526342907575106
755,20,RL,61.0,7930.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,No,0.0,3,3,CBlock,3,3,1,6,439.0,2,0,115.0,1026,GasA,4,1,SBrkr,1026.0,0,0,1026.0,1.0,0,1,0,3.0,1,4,5,8,0.0,0,Detchd,1969.0,2,2.0,440.0,3,3,2,171,48,0,0,0,0,0,7,2009,WD,Normal,156000,11.957611286231675
756,145,FV,34.0,3230.0,Pave,4,4,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,409.375,3,3,PConc,4,3,1,6,381.0,1,0,348.0,729,GasA,4,1,SBrkr,742.0,729,0,1471.0,0.0,0,2,1,3.0,1,3,6,8,0.0,0,Detchd,1999.0,1,2.0,440.0,3,3,2,0,24,0,0,0,0,0,3,2009,WD,Normal,172500,12.058152515453552
757,60,RL,68.0,10769.0,Pave,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,3,6,20.0,1,0,846.0,866,GasA,5,1,SBrkr,866.0,902,0,1768.0,0.0,0,2,1,3.0,1,4,7,8,0.0,0,Attchd,2007.0,2,2.0,578.0,3,3,2,144,105,0,0,0,0,0,4,2009,WD,Normal,212000,12.26434155365415
758,60,RL,71.0,11616.0,Pave,3,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,2,3,438.0,1,0,234.0,672,GasA,3,1,SBrkr,672.0,714,0,1386.0,0.0,0,2,1,3.0,1,3,6,8,1.0,3,Attchd,1978.0,3,2.0,440.0,3,3,2,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900,11.976030352524807
759,145,FV,30.0,2280.0,Pave,4,4,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,4,3,1,5,549.0,1,0,195.0,744,GasA,4,1,SBrkr,757.0,744,0,1501.0,0.0,0,2,1,3.0,1,3,6,8,0.0,0,Detchd,1999.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,8,2008,WD,Normal,179400,12.097373228606832
760,60,RL,65.0,12257.0,Pave,3,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,409.375,4,3,PConc,4,3,3,2,56.0,5,0,1198.0,1318,GasA,5,1,SBrkr,1328.0,1203,0,2531.0,0.0,0,2,1,4.0,1,4,9,8,1.0,3,Attchd,1995.0,2,3.0,752.0,3,3,2,222,98,0,0,0,0,0,11,2007,WD,Normal,290000,12.577636201962656
761,20,RL,70.0,9100.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,3,3,1,3,612.0,1,0,252.0,864,GasA,5,1,SBrkr,864.0,0,0,864.0,0.0,0,1,0,2.0,1,3,5,8,0.0,0,Detchd,2008.0,1,1.0,300.0,5,5,2,0,0,0,0,0,0,0,10,2009,WD,Normal,127500,11.755871643580617
762,30,RM,60.0,6911.0,Pave,4,4,4,FR2,3,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,PConc,3,3,2,2,405.0,1,0,740.0,1145,GasA,3,1,SBrkr,1301.0,0,0,1301.0,0.0,0,1,0,2.0,1,2,5,7,0.0,0,Detchd,1965.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,10,2009,WD,Normal,100000,11.512925464970229
763,60,FV,72.0,8640.0,Pave,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,3,PConc,4,3,2,6,24.0,1,0,732.0,756,GasA,5,1,SBrkr,764.0,783,0,1547.0,0.0,0,2,1,3.0,1,4,7,8,0.0,0,Attchd,2009.0,1,2.0,614.0,3,3,2,169,45,0,0,0,0,0,6,2010,Con,Normal,215200,12.279323107269766
764,60,RL,82.0,9430.0,Pave,4,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,409.375,4,3,PConc,4,3,2,6,1163.0,1,0,89.0,1252,GasA,5,1,SBrkr,1268.0,1097,0,2365.0,1.0,0,2,1,3.0,1,4,8,8,1.0,4,Attchd,1999.0,2,3.0,856.0,3,3,2,0,128,0,0,0,0,0,7,2009,WD,Normal,337000,12.727838209334498
765,120,RL,30.0,9549.0,Pave,3,4,4,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,No,0.0,4,4,PConc,4,4,3,2,437.0,6,0,0.0,1494,GasA,5,1,SBrkr,1494.0,0,0,1494.0,1.0,0,1,1,2.0,1,5,6,8,1.0,4,Attchd,1995.0,3,2.0,481.0,3,3,2,0,30,0,0,0,0,0,4,2006,WD,Normal,270000,12.506177237980511
766,20,RL,75.0,14587.0,Pave,3,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4,3,1,1,0.0,1,0,1498.0,1498,GasA,5,1,SBrkr,1506.0,0,0,1506.0,0.0,0,2,0,2.0,1,5,6,8,1.0,4,Attchd,2008.0,3,2.0,592.0,3,3,2,0,170,0,0,0,0,0,8,2008,New,Partial,264132,12.484204257170104
767,60,RL,80.0,10421.0,Pave,4,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,1,6,394.0,1,0,586.0,980,GasA,3,1,SBrkr,980.0,734,0,1714.0,0.0,0,2,1,3.0,1,3,7,8,1.0,3,Attchd,1988.0,1,2.0,496.0,3,3,2,228,66,0,0,0,0,0,3,2010,WD,Normal,196500,12.188417710291453
768,50,RL,75.0,12508.0,Pave,3,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,3,CBlock,4,3,2,5,660.0,1,0,323.0,983,GasA,5,1,SBrkr,983.0,767,0,1750.0,1.0,0,2,0,4.0,1,3,7,5,0.0,0,Attchd,1989.0,1,1.0,423.0,3,3,2,245,0,0,0,0,0,0,7,2008,WD,Normal,160000,11.982929094215963
769,20,RL,70.0,9100.0,Pave,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,6,24.0,1,0,1685.5,1860,GasA,5,1,SBrkr,1836.0,0,0,1836.0,0.0,0,2,0,3.0,1,4,8,8,1.0,4,Attchd,2004.0,3,2.0,484.0,3,3,2,120,33,0,0,0,0,0,10,2006,WD,Normal,216837,12.28690119819279
770,60,RL,47.0,17683.25,Pave,2,2,4,CulDSac,2,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,409.375,5,3,PConc,4,3,4,5,1416.0,1,0,234.0,1650,GasA,5,1,SBrkr,1690.0,1589,0,2747.25,1.0,0,3,1,4.0,1,5,10,5,1.0,4,BuiltIn,2003.0,3,3.0,841.0,3,3,2,420,36,0,0,0,0,0,6,2010,WD,Normal,538000,13.195613839143922
771,85,RL,71.0,7252.0,Pave,3,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,4,3,3,6,685.0,1,0,173.0,858,GasA,3,1,SBrkr,858.0,0,0,858.0,1.0,0,1,0,2.0,1,3,5,8,0.0,0,Detchd,1983.0,1,2.0,576.0,3,3,2,120,0,0,0,0,0,0,4,2009,WD,Normal,134900,11.812289042195847
772,20,RL,67.0,8877.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,2,2,1,2,836.0,1,0,0.0,836,GasA,3,1,FuseF,1220.0,0,0,1220.0,0.0,0,1,0,2.0,1,3,6,8,0.0,0,Detchd,1951.0,1,2.0,396.0,3,3,2,0,0,0,0,0,0,0,4,2006,COD,Normal,102000,11.532728092266408
773,80,RL,94.0,7819.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,No,0.0,3,3,CBlock,3,3,3,5,422.0,4,0,480.0,1029,GasA,3,1,SBrkr,1117.0,0,0,1117.0,1.0,0,1,0,3.0,1,3,6,8,1.0,3,Detchd,1976.0,1,2.0,672.0,3,3,2,144,0,0,0,0,0,0,3,2010,WD,Abnorml,107000,11.580584113444043
774,20,RL,70.0,10150.0,Pave,4,4,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,No,1.0,3,3,CBlock,3,3,1,3,456.0,1,0,456.0,912,GasA,5,1,FuseA,912.0,0,0,912.0,0.0,0,1,0,2.0,1,3,5,8,0.0,0,Attchd,1958.0,2,1.0,275.0,3,3,2,0,0,0,0,0,0,0,7,2007,COD,Normal,114500,11.648330101976432
775,20,RL,110.0,14226.0,Pave,4,4,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,4,3,3,1,0.0,1,0,1685.5,1935,GasA,4,1,SBrkr,1973.0,0,0,1973.0,0.0,0,2,0,3.0,1,4,9,8,1.0,4,Attchd,2006.0,3,3.0,895.0,3,3,2,315,45,0,0,0,0,0,7,2007,New,Partial,395000,12.886641043883259
776,120,RM,32.0,4500.0,Pave,4,4,4,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,3,PConc,5,3,1,6,866.0,1,0,338.0,1204,GasA,5,1,SBrkr,1204.0,0,0,1204.0,1.0,0,2,0,2.0,1,3,5,8,0.0,0,Attchd,1998.0,3,2.0,412.0,3,3,2,0,170,0,0,0,0,0,6,2009,WD,Normal,162000,11.99535161421452
777,20,RL,86.0,11210.0,Pave,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,4,3,3,6,20.0,1,0,1594.0,1614,GasA,5,1,SBrkr,1614.0,0,0,1614.0,0.0,0,2,0,3.0,1,4,7,8,0.0,0,Attchd,2005.0,2,3.0,865.0,3,3,2,144,59,0,0,0,0,0,7,2006,New,Partial,221500,12.308177868467327
778,20,RL,100.0,13350.0,Pave,3,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,No,0.0,3,3,CBlock,3,3,1,5,762.0,1,0,102.0,864,GasA,3,1,SBrkr,894.0,0,0,894.0,1.0,0,1,0,3.0,1,3,5,8,1.0,2,Attchd,1974.0,1,2.0,440.0,3,3,2,241,0,0,0,0,0,0,6,2006,WD,Normal,142500,11.867097278690842
779,90,RH,60.0,8400.0,Pave,4,4,4,Inside,3,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,3,3,Slab,0,0,0,0,0.0,0,0,0.0,43,GasA,3,1,SBrkr,2020.0,0,0,2020.0,0.0,0,2,0,4.0,1,3,10,8,2.0,3,Detchd,1977.0,1,2.0,630.0,3,3,2,0,0,0,0,0,0,0,10,2007,WD,Normal,144000,11.877568578558138
780,90,RL,78.0,10530.0,Pave,4,4,4,Inside,3,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,3,3,CBlock,4,3,4,6,975.0,1,0,0.0,975,GasA,3,1,SBrkr,1004.0,0,0,1004.0,1.0,0,1,0,2.0,1,3,4,8,0.0,0,Attchd,1977.0,1,2.0,504.0,3,3,2,0,0,0,0,0,0,0,5,2006,WD,Normal,135000,11.813030057420567
781,20,RL,63.0,7875.0,Pave,4,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,3,3,PConc,4,4,1,1,0.0,1,0,1237.0,1237,GasA,4,1,SBrkr,1253.0,0,0,1253.0,0.0,0,2,0,3.0,1,3,6,8,1.0,3,Attchd,1995.0,3,2.0,402.0,3,3,2,220,21,0,0,0,0,0,6,2007,WD,Normal,176000,12.078239274020289
782,60,RL,65.0,7153.0,Pave,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,4,PConc,4,3,1,5,387.0,1,0,374.0,761,GasA,5,1,SBrkr,810.0,793,0,1603.0,0.0,0,2,1,3.0,1,4,7,8,0.0,0,Attchd,1992.0,2,2.0,484.0,3,3,2,0,124,0,0,0,0,0,7,2006,WD,Normal,175900,12.077670930725649
783,20,RL,67.0,16285.0,Pave,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,1,0.0,1,0,1413.0,1413,GasA,5,1,SBrkr,1430.0,0,0,1430.0,0.0,0,2,0,3.0,1,4,6,8,0.0,0,Attchd,2001.0,2,2.0,605.0,3,3,2,0,33,0,0,0,0,0,6,2009,WD,Normal,187100,12.139398512262181
784,85,RL,73.0,9101.0,Pave,3,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4,3,3,6,1097.0,1,0,0.0,1097,GasA,5,1,SBrkr,1110.0,0,0,1110.0,1.0,0,1,0,1.0,1,4,4,8,1.0,3,Attchd,1978.0,3,2.0,602.0,3,3,2,303,30,0,0,0,0,0,7,2009,WD,Normal,165500,12.016726473799254
